Timepoint,Time,SocketID,Time,pktFlowWindow,pktCongestionWindow,pktFlightSize,msRTT,mbpsBandwidth,mbpsMaxBW,pktSent,pktSentUnique,pktSndLoss,pktSndDrop,pktRetrans,pktSndFilterExtra,byteSent,byteSentUnique,byteSndDrop,byteAvailSndBuf,msSndBuf,mbpsSendRate,usPktSndPeriod,pktRecv,pktRecvUnique,pktRcvLoss,pktRcvDrop,pktRcvRetrans,pktRcvBelated,pktRcvFilterExtra,pktRcvFilterSupply,pktRcvFilterLoss,byteRecv,byteRecvUnique,byteRcvLoss,byteRcvDrop,byteAvailRcvBuf,msRcvBuf,mbpsRecvRate,msRcvTsbPdDelay
2026-02-01T18:13:11.022101+0400,1030827,42945640,1030827,8134,8192,32,67.746,762.18,1000,6550,5022,2452,0,1528,0,8700636,6644928,0,5025000,54,7.26278,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12286500,0,0,120
2026-02-01T18:13:20.779343+0400,1040585,42945640,1040585,8147,8192,32,67.181,947.976,1000,5930,4995,1608,0,935,0,7848788,6591852,0,5040000,42,6.43525,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12286500,0,0,120
2026-02-01T18:13:30.457740+0400,1050263,42945640,1050263,8123,8192,145,67.144,1032.76,1000,6215,5001,1919,0,1214,0,8242028,6602644,0,5034000,45,6.81274,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12286500,0,0,120
2026-02-01T18:13:40.353859+0400,1060159,42945640,1060159,8149,8192,2,66.831,588.444,1000,6117,5012,1756,0,1105,0,8101792,6616100,0,5037000,51,6.54946,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12286500,0,0,120
2026-02-01T18:13:49.944192+0400,1069749,42945640,1069749,8158,8192,31,66.836,1879.22,1000,5894,4999,1513,0,895,0,7827464,6617596,0,5035500,48,6.52946,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12286500,0,0,120
2026-02-01T18:13:59.466388+0400,1079272,42945640,1079272,8114,8192,62,66.992,37.044,1000,6154,4933,2048,0,1221,0,8160760,6515992,0,5041500,40,6.8562,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12286500,0,0,120
2026-02-01T18:14:09.352870+0400,1089158,42945640,1089158,8111,8192,17,67.536,185.52,1000,5812,5056,1220,0,756,0,7696580,6675752,0,5038500,46,6.22796,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12286500,0,0,120
2026-02-01T18:14:18.890784+0400,1098696,42945640,1098696,8134,8192,27,68.983,1280.51,1000,6035,5013,1756,0,1022,0,7995160,6623852,0,5029500,46,6.70602,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12286500,0,0,120
2026-02-01T18:14:28.414035+0400,1108219,42945640,1108219,8148,8192,112,67.107,869.772,1000,5911,4984,1515,0,927,0,7822008,6572380,0,5040000,48,6.57087,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12286500,0,0,120
2026-02-01T18:14:38.188613+0400,1117994,42945640,1117994,8124,8192,7,67.02,617.364,1000,5908,5000,1576,0,908,0,7818304,6597900,0,5037000,46,6.39889,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12286500,0,0,120
2026-02-01T18:14:47.870698+0400,1127676,42945640,1127676,8137,8192,6,66.938,1109.84,1000,5983,5006,1667,0,977,0,7923312,6609444,0,5026500,42,6.54677,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12286500,0,0,120
2026-02-01T18:14:57.417498+0400,1137223,42945640,1137223,8147,8192,69,66.847,454.176,1000,5926,4959,1623,0,967,0,7844288,6544396,0,5035500,50,6.57331,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12286500,0,0,120
2026-02-01T18:15:07.101978+0400,1146907,42945640,1146907,8160,8192,34,66.851,579.408,1000,6126,5034,1767,0,1092,0,8139036,6663316,0,5028000,52,6.72336,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12286500,0,0,120
2026-02-01T18:15:16.713511+0400,1156519,42945640,1156519,8132,8192,4,67.061,903.636,1000,6213,5001,2056,0,1212,0,8248896,6612420,0,5022000,42,6.86583,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12286500,0,0,120
2026-02-01T18:15:26.424783+0400,1166230,42945640,1166230,8143,8192,103,66.884,846.252,1000,6447,5008,2343,0,1439,0,8556420,6614044,0,0,0,7.04869,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
2026-02-01T18:15:36.098704+0400,1175904,42945640,1175904,8155,8192,40,67.832,351.384,1000,6330,4993,2373,0,1337,0,8401060,6595148,0,5022000,58,6.94737,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12286500,0,0,120
2026-02-01T18:15:45.714974+0400,1185520,42945640,1185520,8140,8192,4,67.289,516.276,1000,6236,5002,2098,0,1234,0,8286004,6614344,0,5005500,54,6.8933,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12286500,0,0,120
2026-02-01T18:15:55.423419+0400,1195229,42945640,1195229,8147,8192,62,67.155,544.02,1000,6267,4966,2109,0,1301,0,8314816,6554104,0,5038500,40,6.85162,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12286500,0,0,120
2026-02-01T18:16:04.942141+0400,1204747,42945640,1204747,8153,8192,19,67.809,1351.87,1000,5920,5025,1557,0,895,0,7847596,6644120,0,5025000,49,6.5955,9,0,0,0,0,0,0,0,0,0,0,0,0,0,12286500,0,0,120
